race_type,course_len,ground_state,class,馬番,1着,2着,3着,着外
ダート,1000,全,2勝クラス,4,1,1,0,6
ダート,1000,全,2勝クラス,5,0,0,1,7
ダート,1000,全,2勝クラス,6,1,0,0,6
ダート,1000,全,2勝クラス,7,1,0,1,6
ダート,1000,全,2勝クラス,8,0,0,1,7
ダート,1000,全,2勝クラス,9,2,1,1,3
ダート,1000,全,2勝クラス,10,0,1,0,5
ダート,1000,全,2勝クラス,11,0,1,1,5
ダート,1000,全,2勝クラス,12,1,1,1,4
ダート,1000,全,all,1,15,16,13,99
ダート,1000,全,all,2,11,17,8,107
ダート,1000,全,all,3,11,12,9,109
ダート,1000,全,all,4,11,12,11,109
ダート,1000,全,all,5,10,8,13,112
ダート,1000,全,all,6,11,14,10,108
ダート,1000,全,all,7,14,10,16,103
ダート,1000,全,all,8,12,11,18,100
ダート,1000,全,all,9,13,10,11,99
ダート,1000,全,all,10,8,12,16,91
ダート,1000,全,all,11,15,12,8,84
ダート,1000,全,all,12,14,11,12,69
ダート,1000,全,新馬,1,2,4,1,7
ダート,1000,全,新馬,2,0,3,0,11
ダート,1000,全,新馬,3,1,2,2,8
ダート,1000,全,新馬,4,5,2,3,4
ダート,1000,全,新馬,5,2,0,3,9
ダート,1000,全,新馬,6,0,1,1,11
ダート,1000,全,新馬,7,2,1,1,8
ダート,1000,全,新馬,8,1,0,1,8
ダート,1000,全,新馬,9,0,1,0,5
ダート,1000,全,新馬,10,0,0,1,3
ダート,1000,全,新馬,11,1,0,0,3
ダート,1000,全,新馬,12,0,0,1,1
ダート,1000,全,未勝利,1,6,4,10,52
ダート,1000,全,未勝利,2,5,9,2,55
ダート,1000,全,未勝利,3,6,4,5,55
ダート,1000,全,未勝利,4,4,6,5,56
ダート,1000,全,未勝利,5,5,6,4,57
ダート,1000,全,未勝利,6,8,10,5,49
ダート,1000,全,未勝利,7,6,7,7,52
ダート,1000,全,未勝利,8,6,4,8,54
ダート,1000,全,未勝利,9,4,3,4,59
ダート,1000,全,未勝利,10,3,6,11,48
ダート,1000,全,未勝利,11,10,7,5,40
ダート,1000,全,未勝利,12,9,6,6,38
ダート,1000,稍重,1勝クラス,1,2,0,0,8
ダート,1000,稍重,1勝クラス,2,3,1,0,7
ダート,1000,稍重,1勝クラス,3,0,1,1,9
ダート,1000,稍重,1勝クラス,4,0,2,0,9
ダート,1000,稍重,1勝クラス,5,0,0,0,11
ダート,1000,稍重,1勝クラス,6,0,1,1,9
ダート,1000,稍重,1勝クラス,7,2,0,1,8
ダート,1000,稍重,1勝クラス,8,0,2,3,6
ダート,1000,稍重,1勝クラス,9,1,0,2,8
ダート,1000,稍重,1勝クラス,10,1,1,1,8
ダート,1000,稍重,1勝クラス,11,2,2,0,7
ダート,1000,稍重,1勝クラス,12,0,1,2,5
ダート,1000,稍重,2勝クラス,1,0,0,0,1
ダート,1000,稍重,2勝クラス,2,0,0,0,1
ダート,1000,稍重,2勝クラス,3,0,0,0,1
ダート,1000,稍重,2勝クラス,4,1,0,0,0
ダート,1000,稍重,2勝クラス,5,0,0,0,1
ダート,1000,稍重,2勝クラス,6,0,0,0,1
ダート,1000,稍重,2勝クラス,7,0,0,0,1
ダート,1000,稍重,2勝クラス,8,0,0,0,1
ダート,1000,稍重,2勝クラス,9,0,0,1,0
ダート,1000,稍重,2勝クラス,10,0,0,0,1
ダート,1000,稍重,2勝クラス,11,0,0,0,1
ダート,1000,稍重,2勝クラス,12,0,1,0,0
ダート,1000,稍重,all,1,2,1,2,16
ダート,1000,稍重,all,2,4,3,0,15
ダート,1000,稍重,all,3,0,1,1,20
ダート,1000,稍重,all,4,1,2,2,17
ダート,1000,稍重,all,5,0,0,0,22
ダート,1000,稍重,all,6,2,2,1,17
ダート,1000,稍重,all,7,4,1,1,16
ダート,1000,稍重,all,8,1,2,5,14
ダート,1000,稍重,all,9,2,0,4,16
ダート,1000,稍重,all,10,2,4,1,15
ダート,1000,稍重,all,11,3,3,2,13
ダート,1000,稍重,all,12,1,3,3,11
ダート,1000,稍重,新馬,1,0,0,0,1
ダート,1000,稍重,新馬,2,0,1,0,0
ダート,1000,稍重,新馬,3,0,0,0,1
ダート,1000,稍重,新馬,4,0,0,1,0
ダート,1000,稍重,新馬,5,0,0,0,1
ダート,1000,稍重,新馬,6,0,0,0,1
ダート,1000,稍重,新馬,7,0,0,0,1
ダート,1000,稍重,新馬,8,0,0,0,1
ダート,1000,稍重,新馬,9,0,0,0,1
ダート,1000,稍重,新馬,10,0,0,0,1
ダート,1000,稍重,新馬,11,1,0,0,0
ダート,1000,稍重,新馬,12,0,0,0,1
ダート,1000,稍重,未勝利,1,0,1,2,6
ダート,1000,稍重,未勝利,2,1,1,0,7
ダート,1000,稍重,未勝利,3,0,0,0,9
ダート,1000,稍重,未勝利,4,0,0,1,8
ダート,1000,稍重,未勝利,5,0,0,0,9
ダート,1000,稍重,未勝利,6,2,1,0,6
ダート,1000,稍重,未勝利,7,2,1,0,6
ダート,1000,稍重,未勝利,8,1,0,2,6
ダート,1000,稍重,未勝利,9,1,0,1,7
ダート,1000,稍重,未勝利,10,1,3,0,5
ダート,1000,稍重,未勝利,11,0,1,2,5
ダート,1000,稍重,未勝利,12,1,1,1,5
ダート,1000,良,1勝クラス,1,3,6,2,20
ダート,1000,良,1勝クラス,2,1,4,3,23
ダート,1000,良,1勝クラス,3,4,2,1,24
ダート,1000,良,1勝クラス,4,1,1,2,27
ダート,1000,良,1勝クラス,5,2,1,3,24
ダート,1000,良,1勝クラス,6,2,1,2,27
ダート,1000,良,1勝クラス,7,2,1,5,24
ダート,1000,良,1勝クラス,8,4,4,5,19
ダート,1000,良,1勝クラス,9,4,5,3,20
ダート,1000,良,1勝クラス,10,3,4,3,21
ダート,1000,良,1勝クラス,11,2,1,1,24
ダート,1000,良,1勝クラス,12,4,2,2,16
ダート,1000,良,2勝クラス,1,1,1,0,4
ダート,1000,良,2勝クラス,2,1,0,1,4
ダート,1000,良,2勝クラス,3,0,1,0,5
ダート,1000,良,2勝クラス,4,0,1,0,5
ダート,1000,良,2勝クラス,5,0,0,1,5
ダート,1000,良,2勝クラス,6,1,0,0,4
ダート,1000,良,2勝クラス,7,1,0,1,4
ダート,1000,良,2勝クラス,8,0,0,1,5
ダート,1000,良,2勝クラス,9,2,1,0,2
ダート,1000,良,2勝クラス,10,0,1,0,4
ダート,1000,良,2勝クラス,11,0,1,1,3
ダート,1000,良,2勝クラス,12,0,0,1,4
ダート,1000,良,all,1,11,12,9,65
ダート,1000,良,all,2,6,11,6,73
ダート,1000,良,all,3,9,9,6,70
ダート,1000,良,all,4,7,7,7,76
ダート,1000,良,all,5,8,6,7,75
ダート,1000,良,all,6,8,9,6,73
ダート,1000,良,all,7,7,7,13,70
ダート,1000,良,all,8,8,7,12,70
ダート,1000,良,all,9,9,10,5,68
ダート,1000,良,all,10,5,8,14,60
ダート,1000,良,all,11,11,6,4,59
ダート,1000,良,all,12,9,6,9,49
ダート,1000,良,新馬,1,2,2,1,4
ダート,1000,良,新馬,2,0,0,0,9
ダート,1000,良,新馬,3,0,2,1,5
ダート,1000,良,新馬,4,3,2,1,3
ダート,1000,良,新馬,5,2,0,1,6
ダート,1000,良,新馬,6,0,1,1,6
ダート,1000,良,新馬,7,1,1,1,5
ダート,1000,良,新馬,8,1,0,1,6
ダート,1000,良,新馬,9,0,1,0,4
ダート,1000,良,新馬,10,0,0,1,2
ダート,1000,良,新馬,11,0,0,0,3
ダート,1000,良,新馬,12,0,0,1,0
ダート,1000,良,未勝利,1,5,3,6,37
ダート,1000,良,未勝利,2,4,7,2,37
ダート,1000,良,未勝利,3,5,4,4,36
ダート,1000,良,未勝利,4,3,3,4,41
ダート,1000,良,未勝利,5,4,5,2,40
ダート,1000,良,未勝利,6,5,7,3,36
ダート,1000,良,未勝利,7,3,5,6,37
ダート,1000,良,未勝利,8,3,3,5,40
ダート,1000,良,未勝利,9,3,3,2,42
ダート,1000,良,未勝利,10,2,3,10,33
ダート,1000,良,未勝利,11,9,4,2,29
ダート,1000,良,未勝利,12,5,4,5,29
ダート,1000,重,1勝クラス,1,1,0,0,5
ダート,1000,重,1勝クラス,2,0,0,1,5
ダート,1000,重,1勝クラス,3,0,1,0,5
ダート,1000,重,1勝クラス,4,0,0,1,5
ダート,1000,重,1勝クラス,5,1,1,1,3
ダート,1000,重,1勝クラス,6,0,1,1,4
ダート,1000,重,1勝クラス,7,1,0,1,4
ダート,1000,重,1勝クラス,8,1,1,0,4
ダート,1000,重,1勝クラス,9,1,0,1,3
ダート,1000,重,1勝クラス,10,1,0,0,4
ダート,1000,重,1勝クラス,11,0,1,0,4
ダート,1000,重,1勝クラス,12,0,1,0,3
ダート,1000,重,2勝クラス,1,0,0,0,1
ダート,1000,重,2勝クラス,2,0,0,1,0
ダート,1000,重,2勝クラス,3,0,1,0,0
ダート,1000,重,2勝クラス,4,0,0,0,1
ダート,1000,重,2勝クラス,5,0,0,0,1
ダート,1000,重,2勝クラス,6,0,0,0,1
ダート,1000,重,2勝クラス,7,0,0,0,1
ダート,1000,重,2勝クラス,8,0,0,0,1
ダート,1000,重,2勝クラス,9,0,0,0,1
ダート,1000,重,2勝クラス,11,0,0,0,1
ダート,1000,重,2勝クラス,12,1,0,0,0
ダート,1000,重,all,1,2,1,1,16
ダート,1000,重,all,2,0,3,2,15
ダート,1000,重,all,3,2,2,1,15
ダート,1000,重,all,4,3,2,2,12
ダート,1000,重,all,5,2,1,5,12
ダート,1000,重,all,6,1,3,3,13
ダート,1000,重,all,7,2,1,2,14
ダート,1000,重,all,8,3,2,0,12
ダート,1000,重,all,9,1,0,2,12
ダート,1000,重,all,10,1,0,1,12
ダート,1000,重,all,11,1,3,1,9
ダート,1000,重,all,12,2,2,0,7
ダート,1000,重,新馬,1,0,1,0,2
ダート,1000,重,新馬,2,0,2,0,1
ダート,1000,重,新馬,3,1,0,0,2
ダート,1000,重,新馬,4,2,0,1,0
ダート,1000,重,新馬,5,0,0,2,1
ダート,1000,重,新馬,6,0,0,0,3
ダート,1000,重,新馬,7,0,0,0,2
ダート,1000,重,未勝利,1,1,0,1,8
ダート,1000,重,未勝利,2,0,1,0,9
ダート,1000,重,未勝利,3,1,0,1,8
ダート,1000,重,未勝利,4,1,2,0,6
ダート,1000,重,未勝利,5,1,0,2,7
ダート,1000,重,未勝利,6,1,2,2,5
ダート,1000,重,未勝利,7,1,1,1,7
ダート,1000,重,未勝利,8,2,1,0,7
ダート,1000,重,未勝利,9,0,0,1,8
ダート,1000,重,未勝利,10,0,0,1,8
ダート,1000,重,未勝利,11,1,2,1,4
ダート,1000,重,未勝利,12,1,1,0,4
ダート,1700,不良,1勝クラス,1,0,1,0,2
ダート,1700,不良,1勝クラス,2,1,0,1,1
ダート,1700,不良,1勝クラス,3,1,0,0,2
ダート,1700,不良,1勝クラス,4,0,1,0,2
ダート,1700,不良,1勝クラス,5,0,0,1,2
ダート,1700,不良,1勝クラス,6,0,0,1,2
ダート,1700,不良,1勝クラス,7,1,0,0,1
ダート,1700,不良,1勝クラス,8,0,1,0,1
ダート,1700,不良,1勝クラス,9,0,0,0,2
ダート,1700,不良,1勝クラス,10,0,0,0,2
ダート,1700,不良,1勝クラス,11,0,0,0,1
ダート,1700,不良,1勝クラス,12,0,0,0,1
ダート,1700,不良,1勝クラス,13,0,0,0,1
ダート,1700,不良,1勝クラス,14,0,0,0,1
ダート,1700,不良,2勝クラス,1,0,0,0,1
ダート,1700,不良,2勝クラス,2,0,1,0,0
ダート,1700,不良,2勝クラス,3,0,0,0,1
ダート,1700,不良,2勝クラス,4,0,0,0,1
ダート,1700,不良,2勝クラス,5,1,0,0,0
ダート,1700,不良,2勝クラス,6,0,0,0,1
ダート,1700,不良,2勝クラス,7,0,0,0,1
ダート,1700,不良,2勝クラス,8,0,0,0,1
ダート,1700,不良,2勝クラス,9,0,0,0,1
ダート,1700,不良,2勝クラス,10,0,0,0,1
ダート,1700,不良,2勝クラス,11,0,0,0,1
ダート,1700,不良,2勝クラス,12,0,0,0,1
ダート,1700,不良,2勝クラス,13,0,0,0,1
ダート,1700,不良,2勝クラス,14,0,0,1,0
ダート,1700,不良,all,1,0,2,0,9
ダート,1700,不良,all,2,1,1,2,8
ダート,1700,不良,all,3,1,0,2,8
ダート,1700,不良,all,4,1,4,0,7
ダート,1700,不良,all,5,2,0,1,9
ダート,1700,不良,all,6,0,0,2,10
ダート,1700,不良,all,7,1,2,0,8
ダート,1700,不良,all,8,2,2,1,6
ダート,1700,不良,all,9,2,0,0,8
ダート,1700,不良,all,10,0,0,0,11
ダート,1700,不良,all,11,1,0,0,8
ダート,1700,不良,all,12,0,0,1,7
ダート,1700,不良,all,13,1,1,0,6
ダート,1700,不良,all,14,0,0,3,4
ダート,1700,不良,オープン,1,0,0,0,1
ダート,1700,不良,オープン,2,0,0,0,1
ダート,1700,不良,オープン,3,0,0,0,1
ダート,1700,不良,オープン,4,0,0,0,1
ダート,1700,不良,オープン,5,0,0,0,1
ダート,1700,不良,オープン,6,0,0,0,1
ダート,1700,不良,オープン,7,0,0,0,1
ダート,1700,不良,オープン,8,0,1,0,0
ダート,1700,不良,オープン,9,0,0,0,1
ダート,1700,不良,オープン,10,0,0,0,1
ダート,1700,不良,オープン,11,0,0,0,1
ダート,1700,不良,オープン,12,0,0,0,1
ダート,1700,不良,オープン,13,1,0,0,0
ダート,1700,不良,オープン,14,0,0,1,0
ダート,1700,不良,未勝利,1,0,1,0,5
ダート,1700,不良,未勝利,2,0,0,1,6
ダート,1700,不良,未勝利,3,0,0,2,4
ダート,1700,不良,未勝利,4,1,3,0,3
ダート,1700,不良,未勝利,5,1,0,0,6
ダート,1700,不良,未勝利,6,0,0,1,6
ダート,1700,不良,未勝利,7,0,2,0,5
ダート,1700,不良,未勝利,8,2,0,1,4
ダート,1700,不良,未勝利,9,2,0,0,4
ダート,1700,不良,未勝利,10,0,0,0,7
ダート,1700,不良,未勝利,11,1,0,0,5
ダート,1700,不良,未勝利,12,0,0,1,4
ダート,1700,不良,未勝利,13,0,1,0,4
ダート,1700,不良,未勝利,14,0,0,1,3
ダート,1700,全,1勝クラス,1,5,10,15,58
ダート,1700,全,1勝クラス,2,8,8,10,62
ダート,1700,全,1勝クラス,3,10,5,8,66
ダート,1700,全,1勝クラス,4,10,7,10,62
ダート,1700,全,1勝クラス,5,7,5,12,64
ダート,1700,全,1勝クラス,6,2,9,5,71
ダート,1700,全,1勝クラス,7,9,8,8,62
ダート,1700,全,1勝クラス,8,13,11,4,59
ダート,1700,全,1勝クラス,9,8,7,7,62
ダート,1700,全,1勝クラス,10,1,7,3,64
ダート,1700,全,1勝クラス,11,6,3,2,58
ダート,1700,全,1勝クラス,12,6,4,3,43
ダート,1700,全,1勝クラス,13,4,4,1,29
ダート,1700,全,1勝クラス,14,0,1,1,26
ダート,1700,全,2勝クラス,1,4,2,2,28
ダート,1700,全,2勝クラス,2,2,3,4,27
ダート,1700,全,2勝クラス,3,4,3,1,28
ダート,1700,全,2勝クラス,4,1,3,1,31
ダート,1700,全,2勝クラス,5,4,5,4,22
ダート,1700,全,2勝クラス,6,1,1,3,31
ダート,1700,全,2勝クラス,7,3,4,2,27
ダート,1700,全,2勝クラス,8,7,1,3,25
ダート,1700,全,2勝クラス,9,0,5,5,26
ダート,1700,全,2勝クラス,10,3,4,4,20
ダート,1700,全,2勝クラス,11,2,2,2,22
ダート,1700,全,2勝クラス,12,2,0,0,22
ダート,1700,全,2勝クラス,13,1,3,1,15
ダート,1700,全,2勝クラス,14,2,0,4,10
ダート,1700,全,3勝クラス,1,0,0,0,1
ダート,1700,全,3勝クラス,2,0,0,0,1
ダート,1700,全,3勝クラス,3,0,0,1,0
ダート,1700,全,3勝クラス,4,0,0,0,1
ダート,1700,全,3勝クラス,5,0,1,0,0
ダート,1700,全,3勝クラス,6,0,0,0,1
ダート,1700,全,3勝クラス,7,0,0,0,1
ダート,1700,全,3勝クラス,8,0,0,0,1
ダート,1700,全,3勝クラス,9,0,0,0,1
ダート,1700,全,3勝クラス,10,0,0,0,1
ダート,1700,全,3勝クラス,11,0,0,0,1
ダート,1700,全,3勝クラス,12,1,0,0,0
ダート,1700,全,3勝クラス,13,0,0,0,1
ダート,1700,全,3勝クラス,14,0,0,0,1
ダート,1700,全,all,1,21,25,30,193
ダート,1700,全,all,2,21,27,29,194
ダート,1700,全,all,3,28,16,23,206
ダート,1700,全,all,4,22,24,21,205
ダート,1700,全,all,5,26,24,28,193
ダート,1700,全,all,6,13,23,16,218
ダート,1700,全,all,7,22,22,26,200
ダート,1700,全,all,8,30,21,20,200
ダート,1700,全,all,9,20,23,22,202
ダート,1700,全,all,10,17,20,20,191
ダート,1700,全,all,11,17,16,13,184
ダート,1700,全,all,12,14,15,9,160
ダート,1700,全,all,13,14,12,7,123
ダート,1700,全,all,14,9,6,10,106
ダート,1700,全,オープン,1,0,0,0,14
ダート,1700,全,オープン,2,1,2,0,11
ダート,1700,全,オープン,3,5,0,1,8
ダート,1700,全,オープン,4,1,2,1,10
ダート,1700,全,オープン,5,0,2,2,10
ダート,1700,全,オープン,6,1,2,0,11
ダート,1700,全,オープン,7,0,0,3,11
ダート,1700,全,オープン,8,1,2,2,9
ダート,1700,全,オープン,9,0,1,1,12
ダート,1700,全,オープン,10,4,0,0,10
ダート,1700,全,オープン,11,0,1,2,9
ダート,1700,全,オープン,12,0,0,0,12
ダート,1700,全,オープン,13,1,2,1,7
ダート,1700,全,オープン,14,0,0,1,10
ダート,1700,全,新馬,1,0,0,0,1
ダート,1700,全,新馬,2,0,0,0,1
ダート,1700,全,新馬,3,1,0,0,0
ダート,1700,全,新馬,4,0,0,0,1
ダート,1700,全,新馬,5,0,0,1,0
ダート,1700,全,新馬,6,0,0,0,1
ダート,1700,全,新馬,7,0,0,0,1
ダート,1700,全,新馬,8,0,0,0,1
ダート,1700,全,新馬,9,0,0,0,1
ダート,1700,全,新馬,10,0,0,0,1
ダート,1700,全,新馬,11,0,0,0,1
ダート,1700,全,新馬,12,0,1,0,0
ダート,1700,全,未勝利,1,12,13,13,91
ダート,1700,全,未勝利,2,10,14,15,92
ダート,1700,全,未勝利,3,8,8,12,104
ダート,1700,全,未勝利,4,10,12,9,100
ダート,1700,全,未勝利,5,15,11,9,97
ダート,1700,全,未勝利,6,9,11,8,103
ダート,1700,全,未勝利,7,10,10,13,98
ダート,1700,全,未勝利,8,9,7,11,105
ダート,1700,全,未勝利,9,12,10,9,100
ダート,1700,全,未勝利,10,9,9,13,95
ダート,1700,全,未勝利,11,9,10,7,93
ダート,1700,全,未勝利,12,5,10,6,83
ダート,1700,全,未勝利,13,8,3,4,71
ダート,1700,全,未勝利,14,7,5,4,59
ダート,1700,稍重,1勝クラス,1,0,1,1,15
ダート,1700,稍重,1勝クラス,2,4,2,1,10
ダート,1700,稍重,1勝クラス,3,1,1,3,12
ダート,1700,稍重,1勝クラス,4,2,2,2,11
ダート,1700,稍重,1勝クラス,5,2,1,3,11
ダート,1700,稍重,1勝クラス,6,0,2,2,13
ダート,1700,稍重,1勝クラス,7,1,4,2,10
ダート,1700,稍重,1勝クラス,8,1,2,0,13
ダート,1700,稍重,1勝クラス,9,2,1,1,12
ダート,1700,稍重,1勝クラス,10,0,1,1,14
ダート,1700,稍重,1勝クラス,11,1,0,0,13
ダート,1700,稍重,1勝クラス,12,3,0,1,9
ダート,1700,稍重,1勝クラス,13,0,0,0,6
ダート,1700,稍重,1勝クラス,14,0,0,0,5
ダート,1700,稍重,2勝クラス,1,0,0,0,6
ダート,1700,稍重,2勝クラス,2,0,0,0,6
ダート,1700,稍重,2勝クラス,3,1,0,0,5
ダート,1700,稍重,2勝クラス,4,1,0,0,5
ダート,1700,稍重,2勝クラス,5,3,0,0,2
ダート,1700,稍重,2勝クラス,6,0,0,0,6
ダート,1700,稍重,2勝クラス,7,0,2,0,4
ダート,1700,稍重,2勝クラス,8,1,0,0,5
ダート,1700,稍重,2勝クラス,9,0,1,1,4
ダート,1700,稍重,2勝クラス,10,0,2,1,3
ダート,1700,稍重,2勝クラス,11,0,0,2,3
ダート,1700,稍重,2勝クラス,12,0,0,0,4
ダート,1700,稍重,2勝クラス,13,0,1,0,2
ダート,1700,稍重,2勝クラス,14,0,0,2,1
ダート,1700,稍重,all,1,0,4,5,41
ダート,1700,稍重,all,2,7,6,2,35
ダート,1700,稍重,all,3,4,3,8,35
ダート,1700,稍重,all,4,5,4,5,36
ダート,1700,稍重,all,5,6,6,5,32
ダート,1700,稍重,all,6,3,4,3,40
ダート,1700,稍重,all,7,3,7,6,33
ダート,1700,稍重,all,8,2,2,0,45
ダート,1700,稍重,all,9,5,2,5,37
ダート,1700,稍重,all,10,5,6,4,32
ダート,1700,稍重,all,11,2,3,3,34
ダート,1700,稍重,all,12,4,2,2,27
ダート,1700,稍重,all,13,2,1,0,19
ダート,1700,稍重,all,14,2,0,2,16
ダート,1700,稍重,オープン,1,0,0,0,6
ダート,1700,稍重,オープン,2,0,1,0,5
ダート,1700,稍重,オープン,3,2,0,1,3
ダート,1700,稍重,オープン,4,0,1,0,5
ダート,1700,稍重,オープン,5,0,2,2,2
ダート,1700,稍重,オープン,6,1,2,0,3
ダート,1700,稍重,オープン,7,0,0,1,5
ダート,1700,稍重,オープン,8,0,0,0,6
ダート,1700,稍重,オープン,9,0,0,1,5
ダート,1700,稍重,オープン,10,3,0,0,3
ダート,1700,稍重,オープン,11,0,0,1,3
ダート,1700,稍重,オープン,12,0,0,0,4
ダート,1700,稍重,オープン,13,0,0,0,3
ダート,1700,稍重,オープン,14,0,0,0,3
ダート,1700,稍重,未勝利,1,0,3,4,14
ダート,1700,稍重,未勝利,2,3,3,1,14
ダート,1700,稍重,未勝利,3,0,2,4,15
ダート,1700,稍重,未勝利,4,2,1,3,15
ダート,1700,稍重,未勝利,5,1,3,0,17
ダート,1700,稍重,未勝利,6,2,0,1,18
ダート,1700,稍重,未勝利,7,2,1,3,14
ダート,1700,稍重,未勝利,8,0,0,0,21
ダート,1700,稍重,未勝利,9,3,0,2,16
ダート,1700,稍重,未勝利,10,2,3,2,12
ダート,1700,稍重,未勝利,11,1,3,0,15
ダート,1700,稍重,未勝利,12,1,2,1,10
ダート,1700,稍重,未勝利,13,2,0,0,8
ダート,1700,稍重,未勝利,14,2,0,0,7
ダート,1700,良,1勝クラス,1,3,5,12,35
ダート,1700,良,1勝クラス,2,3,5,4,43
ダート,1700,良,1勝クラス,3,8,4,5,39
ダート,1700,良,1勝クラス,4,7,4,8,37
ダート,1700,良,1勝クラス,5,3,3,6,44
ダート,1700,良,1勝クラス,6,1,7,1,45
ダート,1700,良,1勝クラス,7,5,3,6,41
ダート,1700,良,1勝クラス,8,10,6,2,38
ダート,1700,良,1勝クラス,9,4,5,6,38
ダート,1700,良,1勝クラス,10,1,4,2,39
ダート,1700,良,1勝クラス,11,5,3,0,35
ダート,1700,良,1勝クラス,12,2,2,2,26
ダート,1700,良,1勝クラス,13,4,4,1,15
ダート,1700,良,1勝クラス,14,0,1,1,17
ダート,1700,良,2勝クラス,1,2,1,2,17
ダート,1700,良,2勝クラス,2,1,2,4,15
ダート,1700,良,2勝クラス,3,2,2,1,17
ダート,1700,良,2勝クラス,4,0,2,0,20
ダート,1700,良,2勝クラス,5,0,5,4,13
ダート,1700,良,2勝クラス,6,1,1,2,18
ダート,1700,良,2勝クラス,7,2,2,1,17
ダート,1700,良,2勝クラス,8,6,1,1,14
ダート,1700,良,2勝クラス,9,0,4,2,16
ダート,1700,良,2勝クラス,10,2,1,3,12
ダート,1700,良,2勝クラス,11,2,1,0,14
ダート,1700,良,2勝クラス,12,2,0,0,12
ダート,1700,良,2勝クラス,13,1,0,1,9
ダート,1700,良,2勝クラス,14,1,0,1,7
ダート,1700,良,3勝クラス,1,0,0,0,1
ダート,1700,良,3勝クラス,2,0,0,0,1
ダート,1700,良,3勝クラス,3,0,0,1,0
ダート,1700,良,3勝クラス,4,0,0,0,1
ダート,1700,良,3勝クラス,5,0,1,0,0
ダート,1700,良,3勝クラス,6,0,0,0,1
ダート,1700,良,3勝クラス,7,0,0,0,1
ダート,1700,良,3勝クラス,8,0,0,0,1
ダート,1700,良,3勝クラス,9,0,0,0,1
ダート,1700,良,3勝クラス,10,0,0,0,1
ダート,1700,良,3勝クラス,11,0,0,0,1
ダート,1700,良,3勝クラス,12,1,0,0,0
ダート,1700,良,3勝クラス,13,0,0,0,1
ダート,1700,良,3勝クラス,14,0,0,0,1
ダート,1700,良,all,1,15,13,19,122
ダート,1700,良,all,2,11,16,18,125
ダート,1700,良,all,3,20,11,13,129
ダート,1700,良,all,4,14,12,14,131
ダート,1700,良,all,5,12,15,20,125
ダート,1700,良,all,6,9,19,8,134
